"Name","ParticleCount","EmissionTime","MinLife","MaxLife","MinHorizAngle","MaxHorizAngle","MinVertAngle","MaxVertAngle","MinSpeed","MaxSpeed","StartX","StartY","StartZ","TargetedEndZ","Gravity","OrientToMovement","OrientToParent","BounceFromGround","IsIsoParticle","ParticleSwf","ParticleExportName","AdditiveBlend","Inertia","Slowdown","StartRadius","StartScale","EndScale","MinRotate","MaxRotate","ParticleFadeOutTime","ScaleTimeline","FadeInTime","FadeOutTime","StartAngleMin","StartAngleMax","ScaleRandomMin","ScaleRandomMax","Alpha"
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Freeze_crystal_lvl2",32,100,2700,2900,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Freeze_crystal_lvl3",32,80,3450,3480,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
"Freeze_crystal_lvl4",32,120,3800,3850,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
"Freeze_crystal_lvl5",32,120,4400,4450,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
"Freeze_crystal_lvl6",32,120,4850,4950,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
"Freeze_crystal_lvl7",32,120,5300,5400,0,360,0,0,5,1200,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_crystal1","true",1000,0,200,100,120,0,0,900,"true",0,0,0,0,100,100,100
"Freeze_dots1_lvl1",35,1500,1200,1400,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl2",35,2200,800,1000,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl3",35,3000,800,1000,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl4",35,2100,600,900,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl5",35,4000,800,900,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl6",35,3800,800,1000,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots1_lvl7",35,4000,800,1000,0,360,33,75,33,55,0,0,-20,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",25,0,175,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl1",25,800,800,1200,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl2",25,500,600,800,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl3",25,800,700,850,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl4",25,800,700,850,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl5",25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl6",25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots2_lvl7",25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",33,0,220,20,3,-45,45,2000,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl1",20,800,600,1000,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl2",20,700,500,700,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl3",20,800,500,800,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl4",20,800,800,800,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl5",20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl6",20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dots3_lvl7",20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,"false","false","false","false","sc/buildings.sc","freeze_dotflake1","true",38,0,300,20,3,-45,45,200,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3","true",,,,,,,,,,,,,,,,
"Freeze_dust_lvl1",5,900,300,700,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl2",5,1000,1000,1500,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl3",5,1000,1700,2000,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl4",5,1000,2500,3100,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl5",5,900,3000,3400,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl6",5,700,3400,4400,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_dust_lvl7",5,1000,3500,4500,0,360,45,90,5,10,0,0,20,0,-10,"false","false","false","false","sc/buildings.sc","Hit","true",10,0,200,10,200,100,300,3000,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl1",1,1,2500,2500,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl2",1,1,2000,2000,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl3",1,1,3500,3500,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl4",1,1,4000,4000,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl5",1,1,4500,4500,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl6",1,1,5000,5000,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_glow_blue_lvl7",1,1,5500,5500,0,0,0,0,0,0,0,0,40,0,0,"false","false","false","false","sc/buildings.sc","freeze_blue_glow","false",0,0,0,1400,800,0,0,1200,"false",0,0,0,0,100,100,100
"Freeze_range_lvl1",1,33,2500,2500,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl2",1,33,3000,3000,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl3",1,33,3500,3500,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl4",1,33,4000,4000,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl5",1,33,4500,4500,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl6",1,33,5000,5000,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_lvl7",1,33,5500,5500,0,0,0,0,0,0,0,0,12,0,0,"false","false","false","false","sc/buildings.sc","freeze_range","true",0,0,0,100,80,0,0,1500,"false",0,0,0,0,100,100,100
"Freeze_range_marker_lvl1",4,800,1200,2500,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl2",4,800,800,1500,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl3",4,1800,800,1500,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl4",4,2000,800,1200,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl5",4,2000,800,2000,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl6",4,2500,800,2000,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Freeze_range_marker_lvl7",4,3600,800,2000,0,0,90,90,100,120,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker","true",0,0,0,100,90,0,0,4500,"true",0,0,0,0,100,100,100
"Gargoyle2_hit",12,1,600,1200,0,360,0,0,50,100,0,0,0,0,100,"false","false","false","false","sc/buildings.sc","deli1","false",0,10,50,40,60,-30,30,400,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"deli2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli5","false",,,,,,,,,,,,,,,,
"Gargoyle_hit",4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,"false","false","false","false","sc/buildings.sc","deli1","false",0,0,50,40,60,-30,30,400,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"deli2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli5","false",,,,,,,,,,,,,,,,
"Gargoyle_hit2",4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,"false","false","false","false","sc/buildings.sc","darkSplat","false",0,0,50,60,90,-10,10,250,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"darkSplat2","false",,,,,,,,,,,,,,,,
"Gargoyle_spit",2,5,300,500,-20,20,-20,20,100,600,0,0,125,0,800,"false","true","false","false","sc/buildings.sc","deli1","false",0,0,-20,8,32,20,50,200,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"deli2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli6","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli7","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli8","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli9","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli10","false",,,,,,,,,,,,,,,,
"Gem_light_streaks",2,300,450,650,0,360,0,90,10,33,0,0,15,0,-100,"false","false","false","false","sc/buildings.sc","bonus_gem_pickup_fx","true",10,0,45,100,20,-45,45,128,"false",10,300,0,0,100,100,100
"GiantCannon_fireBalls2",15,90,350,450,-20,20,0,50,100,2000,0,0,70,0,2000,"false","true","true","false","sc/buildings.sc","fireball3b","true",20,20,70,8,10,0,90,300,"true",0,0,0,0,100,100,100
"GiantCannon_flash2",5,120,700,850,-10,10,-5,30,500,500,0,0,70,0,0,"false","true","false","false","sc/buildings.sc","d5","false",15,0,140,45,150,-40,90,1000,"true",0,0,-180,180,90,120,80
"GiantCannon_lightFlash2",1,1,180,180,0,0,0,0,0,0,0,0,60,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker_3","true",0,0,0,70,100,0,0,100,"true",0,0,0,0,100,100,100
"GiantCannon_smoke2",15,30,1400,1800,-40,40,-40,40,-230,-500,0,0,70,0,-25,"false","true","false","false","sc/buildings.sc","d5","false",100,0,110,80,150,-180,180,3000,"true",0,0,-180,180,90,120,80
"GiantCannon_smoke_continuous",20,2000,1400,2500,0,0,0,0,0,0,0,0,70,0,-100,"false","true","false","false","sc/buildings.sc","d1","false",100,0,70,60,100,0,180,1000,"true",550,0,-180,180,90,120,65
,,,,,,,,,,,,,,,,,,,,,"d2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"Gift Debris",33,100,300,1000,0,360,45,90,200,330,0,0,20,0,300,"false","false","false","false","sc/buildings.sc","gift_debris_1","false",0,0,66,100,5,-300,400,800,"false",10,300,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"gift_debris_2","false",,,,,,,,,,,,,,,,
"Golem Split 1",3,10,550,1250,0,360,0,0,5,25,0,0,3,0,0,"false","false","false","false","sc/buildings.sc","gen_p2","true",0,0,33,100,5,0,0,350,"false",0,0,0,0,100,100,100
"Golem Split 2",1,10,200,330,0,360,0,0,10,10,0,0,3,0,0,"false","false","false","false","sc/buildings.sc","gen_p2","true",0,0,0,250,75,0,0,100,"false",0,0,0,0,100,100,100
"Golem_hit",5,10,400,700,0,360,60,90,200,400,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","d1","false",60,0,50,50,150,-45,45,500,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"Grass",3,200,200,600,0,360,20,90,200,780,0,0,0,0,3000,"false","false","false","false","sc/buildings.sc","g1","false",40,0,200,30,60,-30,30,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"g2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"g3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"g4","false",,,,,,,,,,,,,,,,
"Ground_ring",2,20,250,450,0,360,0,360,1,2,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","ground_ring_fx","true",100,0,33,10,100,-90,-90,800,"true",0,0,0,0,100,100,100
"Ground_ring_small",1,20,300,400,0,360,0,0,0,0,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","ground_ring_fx","true",100,0,0,1,100,0,0,1200,"true",0,0,0,0,100,100,100
"Hero_Skeleton_Spawn_Bones",5,0,1200,2000,-200,200,-200,200,150,260,-200,-200,0,0,1400,"false","false","true","false","sc/hero_bk_skeleton_dl_opt.sc","bone_01_animated","false",0,0,90,55,35,-90,90,128,"false",60,128,-90,90,80,100,100
,,,,,,,,,,,,,,,,,,,,,"bone_02_animated","false",,,,,,,,,,,,,,,,
"Hit",2,1,100,300,0,360,0,0,1,1,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","Hit","false",0,0,30,60,120,-10,10,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"s1","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"s2","false",,,,,,,,,,,,,,,,
"Hit_test",2,1,300,550,0,360,0,0,1,1,0,0,0,0,0,"false","false","false","false","sc/hero_bk_champ_dl_opt.sc","hero_champ_sword_fire_mirrored","false",0,0,20,20,50,-10,10,300,"true",0,0,0,0,100,100,100
"Ice crystal_lvl1",12,800,1000,2300,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
"Ice crystal_lvl2",12,800,800,2800,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
"Ice crystal_lvl3",12,800,800,3400,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Ice crystal_lvl4",12,800,1200,3800,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Ice crystal_lvl5",12,800,800,4350,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Ice crystal_lvl6",12,800,800,4850,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"Ice crystal_lvl7",12,800,800,5400,0,360,0,0,1,1500,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","blue_crystal1","true",1500,0,300,33,100,0,0,250,"false",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","true",,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1",6,200,4850,4950,0,360,0,0,5,1000,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_star_1","true",1000,0,100,80,100,0,0,600,"true",0,0,0,0,130,200,100
,,,,,,,,,,,,,,,,,,,,,"frost_star_2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"frost_star_3","true",,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1_DEF",6,200,1975,2025,0,360,0,0,5,1000,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_star_1","true",1000,0,100,80,100,0,0,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_star_2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"frost_star_3","true",,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2",6,200,5600,5700,0,360,0,0,5,1000,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_star_1","true",1000,0,100,80,100,0,0,600,"true",0,0,0,0,130,200,100
,,,,,,,,,,,,,,,,,,,,,"frost_star_2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"frost_star_3","true",,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2_DEF",6,200,2225,2275,0,360,0,0,5,1000,0,0,10,0,0,"false","false","false","false","sc/buildings.sc","frost_star_1","true",1000,0,100,80,100,0,0,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"frost_star_2","false",,,,,,,,,,,,,,,,
