"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","ReviveCost","Disabled"
"DestroyDarkElixirStoragesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","sc/buildings.sc","darkelixir_storage_level3",100,180,1,,"Dark Elixir Storage",,5,5,"TRUE"
"DestroyClanCastlesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","sc/buildings.sc","alliance_castle_lvl2",100,180,1,,"Alliance Castle",,5,5,"TRUE"
"DestroyLaboratoriesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_LABORATORIES","TID_CLANGAMES_TASK_INFO_DESTROY_LABORATORIES","sc/buildings.sc","laboratory_lvl6",100,180,1,,"Laboratory",,2,5,"TRUE"
"DestroySpellFactoriesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","sc/buildings.sc","spell_factory_lvl3",100,180,1,,"Spell Forge",,2,5,"TRUE"
"DestroyDarkSpellFactoriesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKSPELLFACTORIES","sc/buildings.sc","mini_spell_distillery_lvl1",100,180,1,,"Mini Spell Factory",,2,5,"TRUE"
"DestroyAirSweepersSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","sc/buildings.sc","air_mortar_lvl2",100,180,1,,"Air Blaster",,5,5,"TRUE"
"DestroyAirDefensesSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","sc/buildings.sc","fireworks_tower_lvl6",100,180,1,,"Air Defense",,5,5,"TRUE"
"DestroyInfernoTowersSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",100,180,1,,"Dark Tower",,5,5,"TRUE"
"DestroyBombTowersSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","sc/buildings.sc","bomb_tower_lvl1",100,180,1,,"Bomb Tower",,5,5,"TRUE"
"DestroyTeslaTowersSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","sc/buildings.sc","teslatower_lvl5_setup",100,180,1,,"Tesla Tower",,5,5,"TRUE"
"DestroyXbowsSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_XBOWS","TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","sc/buildings.sc","rapidfire_turret_lvl1",100,180,1,,"Bow",,5,5,"TRUE"
"DestroyKingAltarsSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_KINGALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","sc/buildings.sc","heroaltar_barbarian_king_lvl1",100,180,1,,"Hero Altar Barbarian King",,2,5,"TRUE"
"DestroyQueenAltarsSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","sc/buildings.sc","heroaltar_archer_queen_lvl1",100,180,1,,"Hero Altar Archer Queen",,2,5,"TRUE"
"DestroyWardenAltarsSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","sc/buildings.sc","heroaltar_elder_lvl1",100,180,1,,"Hero Altar Grand Warden",,2,5,"TRUE"
"WinBuilderBattlesIntense","WinBuilderBattles","Accumulative","Intense","TID_CLANGAMES_TASK_WIN_BUILDERBATTLES","TID_CLANGAMES_TASK_INFO_WIN_BUILDERBATTLES","sc/ui.sc","Builder_Win_Battles_Icon",275,60,5,,,,220,30,"TRUE"
"GetBuilderBattleStarsIntense","GetBuilderBattleStars","Accumulative","Intense","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",225,60,8,,,,220,20,"TRUE"
"GetBuilderBattleDestructionIntense","GetBuilderBattleDestruction","Accumulative","Intense","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",225,60,375,,,,220,20,"TRUE"
"WinHomeBattlesIntense","WinHomeBattles","Accumulative","Intense","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",250,60,3,,,,36,30,"TRUE"
"DestroyEagleArtilleryIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",250,60,2,,"Ancient Artillery",,14,30,"TRUE"
"DestroyElixirPumpsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRPUMPS","sc/buildings.sc","elixir_pump_lvl6",200,60,8,,"Elixir Pump",,14,30,"TRUE"
"DestroyGoldMinesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_GOLDMINES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDMINES","sc/buildings.sc","goldmine_lvl6",200,60,8,,"Gold Mine",,14,30,"TRUE"
"DestroyElixirStoragesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRSTORAGES","sc/buildings.sc","elixir_storage_level6",250,60,5,,"Elixir Storage",,14,30,"TRUE"
"DestroyGoldStoragesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDSTORAGES","sc/buildings.sc","gold_storage_lvl6",250,60,5,,"Gold Storage",,14,30,"TRUE"
"DestroyMortarsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_MORTARS","TID_CLANGAMES_TASK_INFO_DESTROY_MORTARS","sc/buildings.sc","mortar_lvl4",250,60,5,,"Mortar",,14,30,"TRUE"
"DestroyWizardTowersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_WIZARDTOWERS","sc/buildings.sc","wizard_tower_lvl4",250,60,6,,"Wizard Tower",,14,30,"TRUE"
"DestroyCannonsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_CANNONS","TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","sc/buildings.sc","basic_turret_lvl7",250,60,8,,"Cannon",,14,30,"TRUE"
"DestroyArcherTowersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","sc/buildings.sc","tower_turret_lvl3",250,60,9,,"Archer Tower",,14,30,"TRUE"
"DestroyDarkElixirPumpsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRPUMPS","sc/buildings.sc","darkelixir_pump_lvl4",200,60,4,,"Dark Elixir Pump",,14,30,"TRUE"
"DestroyDarkElixirStoragesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","sc/buildings.sc","darkelixir_storage_level3",250,60,2,,"Dark Elixir Storage",,14,30,"TRUE"
"DestroyClanCastlesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","sc/buildings.sc","alliance_castle_lvl2",250,60,2,,"Alliance Castle",,14,30,"TRUE"
"DestroyLaboratoriesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_LABORATORIES","TID_CLANGAMES_TASK_INFO_DESTROY_LABORATORIES","sc/buildings.sc","laboratory_lvl6",200,60,2,,"Laboratory",,5,20,"TRUE"
"DestroySpellFactoriesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_SPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_SPELLFACTORIES","sc/buildings.sc","spell_factory_lvl3",200,60,2,,"Spell Forge",,5,20,"TRUE"
"DestroyDarkSpellFactoriesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKSPELLFACTORIES","sc/buildings.sc","mini_spell_distillery_lvl1",200,60,2,,"Mini Spell Factory",,5,20,"TRUE"
"DestroyAirSweepersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","sc/buildings.sc","air_mortar_lvl2",250,60,3,,"Air Blaster",,14,30,"TRUE"
"DestroyAirDefensesIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","sc/buildings.sc","fireworks_tower_lvl6",250,60,5,,"Air Defense",,14,30,"TRUE"
"DestroyInfernoTowersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",250,60,3,,"Dark Tower",,14,30,"TRUE"
"DestroyBombTowersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","sc/buildings.sc","bomb_tower_lvl1",250,60,3,,"Bomb Tower",,14,30,"TRUE"
"DestroyTeslaTowersIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_TESLATOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS","sc/buildings.sc","teslatower_lvl5_setup",250,60,5,,"Tesla Tower",,14,30,"TRUE"
"DestroyXbowsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_XBOWS","TID_CLANGAMES_TASK_INFO_DESTROY_XBOWS","sc/buildings.sc","rapidfire_turret_lvl1",250,60,4,,"Bow",,14,30,"TRUE"
"DestroyKingAltarsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_KINGALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","sc/buildings.sc","heroaltar_barbarian_king_lvl1",250,60,2,,"Hero Altar Barbarian King",,5,20,"TRUE"
"DestroyQueenAltarsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_QUEENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_QUEENALTARS","sc/buildings.sc","heroaltar_archer_queen_lvl1",250,60,2,,"Hero Altar Archer Queen",,5,20,"TRUE"
"DestroyWardenAltarsIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_WARDENALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_WARDENALTARS","sc/buildings.sc","heroaltar_elder_lvl1",250,60,2,,"Hero Altar Grand Warden",,5,20,"TRUE"
"LootGoldIntense","LootResources","Accumulative","Intense","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",250,60,750000,,"Gold",,45,30,"TRUE"
"LootElixirIntense","LootResources","Accumulative","Intense","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",250,60,750000,,"Elixir",,45,30,"TRUE"
"LootDarkElixirIntense","LootResources","Accumulative","Intense","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",250,60,7500,,"DarkElixir",,30,30,"TRUE"
"WinHomeBattlesInRowIntense","WinHomeBattles","Consecutive","Intense","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",300,60,3,,,,24,30,"TRUE"
"WinHomeBattlesInRowEpic","WinHomeBattles","Consecutive","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",500,1440,5,,,,24,60,"TRUE"
"DestroyEagleArtilleryEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",400,1440,4,,"Ancient Artillery",,14,30,"TRUE"
"DestroyInfernoTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",400,1440,6,,"Dark Tower",,14,30,"TRUE"
"GetHomeBattleStarsEpic","GetHomeBattleStars","Accumulative","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","sc/ui.sc","Home_Collect_Stars_Icon",250,1440,10,,,,90,30,"TRUE"
"WinHomeBattlesEpic","WinHomeBattles","Accumulative","Epic","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",250,1440,5,,,,36,30,"TRUE"
"GetBuilderBattleStarsEpic","GetBuilderBattleStars","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",250,1440,12,,,,135,30,"TRUE"
"LootGoldEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",250,1440,1250000,,"Gold",,45,30,"TRUE"
"LootElixirEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",250,1440,1250000,,"Elixir",,45,30,"TRUE"
"LootDarkElixirEpic","LootResources","Accumulative","Epic","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",250,1440,12500,,"DarkElixir",,30,30,"TRUE"
"GetHomeBattleDestructionEpic","GetHomeBattleDestruction","Accumulative","Epic","TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","sc/ui.sc","Home_Get_Desturction_Icon",250,1440,250,,,,90,30,"TRUE"
"GetBuilderBattleDestructionEpic","GetBuilderBattleDestruction","Accumulative","Epic","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",250,1440,575,,,,135,30,"TRUE"
"DestroyTownHall2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",100,480,3,,"Town Hall2",,41,10,"TRUE"
"DestroyAirDefenseMini","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",100,480,6,,"Air Defense Mini",,41,10,"TRUE"
"DestroyAirDefense2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",100,480,3,,"Air Defense2",,41,10,"TRUE"
"DestroyClockTower","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",75,480,3,,"Clock Tower",,41,5,"TRUE"
"DestroyCrusher","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",100,480,3,,"Crusher",,41,10,"TRUE"
"DestroyDoubleCannon","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",100,480,6,,"Double Cannon",,41,10,"TRUE"
"DestroyFlamer","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",100,480,3,,"Flamer",,41,10,"TRUE"
"DestroyGemMine","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",75,480,3,,"Gem Mine",,41,5,"TRUE"
"DestroyGiantCannon","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",100,480,3,,"Giant Cannon",,41,10,"TRUE"
"DestroyGuardPost","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",100,480,3,,"Guard Post",,41,10,"TRUE"
"DestroyLaboratory2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",75,480,3,,"Laboratory2",,41,5,"TRUE"
"DestroyMultiMortar","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",100,480,3,,"Multi Mortar",,41,10,"TRUE"
"DestroyTownHall2Small","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",35,180,1,,"Town Hall2",,7,5,"TRUE"
"DestroyAirDefenseMiniSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",35,180,3,,"Air Defense Mini",,7,5,"TRUE"
"DestroyAirDefense2Small","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",35,180,1,,"Air Defense2",,7,5,"TRUE"
"DestroyClockTowerSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",35,180,1,,"Clock Tower",,7,5,"TRUE"
"DestroyCrusherSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",35,180,1,,"Crusher",,7,5,"TRUE"
"DestroyDoubleCannonSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",35,180,2,,"Double Cannon",,7,5,"TRUE"
"DestroyFlamerSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",35,180,1,,"Flamer",,7,5,"TRUE"
"DestroyGemMineSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",35,180,1,,"Gem Mine",,7,5,"TRUE"
"DestroyGiantCannonSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",35,180,1,,"Giant Cannon",,7,5,"TRUE"
"DestroyGuardPostSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",35,180,1,,"Guard Post",,7,5,"TRUE"
"DestroyLaboratory2Small","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",35,180,1,,"Laboratory2",,7,5,"TRUE"
"DestroyMultiMortarSmall","DestroyBuilding","Accumulative","Small","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",35,180,1,,"Multi Mortar",,7,5,"TRUE"
"DestroyTownHall2Intense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_BUILDERHALL","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDERHALL","sc/buildings2.sc","new_TH_lvl3",275,60,4,,"Town Hall2",,30,30,"TRUE"
"DestroyAirDefenseMiniIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",275,60,10,,"Air Defense Mini",,30,30,"TRUE"
"DestroyAirDefense2Intense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",275,60,4,,"Air Defense2",,30,30,"TRUE"
"DestroyClockTowerIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",200,60,4,,"Clock Tower",,30,20,"TRUE"
"DestroyCrusherIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",275,60,5,,"Crusher",,30,30,"TRUE"
"DestroyDoubleCannonIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",275,60,10,,"Double Cannon",,30,30,"TRUE"
"DestroyFlamerIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",275,60,4,,"Flamer",,30,30,"TRUE"
"DestroyGemMineIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",200,60,4,,"Gem Mine",,30,20,"TRUE"
"DestroyGiantCannonIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",275,60,4,,"Giant Cannon",,30,30,"TRUE"
"DestroyGuardPostIntense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",275,60,4,,"Guard Post",,30,30,"TRUE"
"DestroyLaboratory2Intense","DestroyBuilding","Accumulative","Intense","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",200,60,4,,"Laboratory2",,30,20,"TRUE"
