"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","MaxCount","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","LowEndSound","LowEndVolume","LowEndMinPitch","LowEndMaxPitch","SoundDelay","StopSound","PitchIncrease","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale"
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Place",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_die_force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClockworkWarden Attack",,,"grandwarden_clockwork_hit",,0,"Top",0,0,"false","true","false","false","false","true","true","false","false",0,0,"sfx/tesla_zap_03.ogg",80,95,105,"sfx/tesla_zap_03.ogg",80,95,105,0,"false",0,"true",,0,0,0,100,100
"ClockworkWarden Attack Air",,,"grandwarden_clockwork_hit_air",,0,"Top",0,0,"false","true","false","false","false","true","true","false","false",0,0,"sfx/tesla_zap_03.ogg",80,95,105,"sfx/tesla_zap_03.ogg",80,95,105,0,"false",0,"true",,0,0,0,100,100
"Clone deploy",,,"clone_deploy_range_lvl1",,0,"Ground",0,0,"false","true","false","false","true","false","false","false","false",0,0,"sfx/copy_spell_deploy_01.ogg",95,97,97,"sfx/trap_eject_01v2.ogg",50,100,100,0,"false",0,"false",,0,0,0,100,100
"Clone deploy top",,,"clone_twirl01_lvl1",,0,"Ground",0,0,"false","true","false","false","true","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"clone_black_mist_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clone_Predeploy",,,"clone_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_fall_02.ogg",80,95,95,"sfx/elixir_collect_02.ogg",50,140,140,0,"false",0,"false",,0,0,0,100,100
"Clone_Unit_For_Cloning_Selected",,,"Clone_selected_lvl1_top",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Clone_selected_lvl1_ground",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clone_Unit_New_Cloned_Unit_Appear",,,"Clone_appear_lvl1",,0,"Ground",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/copy_01.ogg",80,95,95,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Collect Dark Elixir",,,"Collect Dark Elixir",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_elixir_collect.ogg",80,100,100,"sfx/elixir_collect_02.ogg",70,80,90,0,"false",0,"false",,0,0,0,100,100
"Collect Diamonds",,,"Collect Diamonds",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/collect_diamonds_01.ogg",70,100,100,"sfx/collect_diamonds_01.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Collect Diamonds2",,,"Collect Diamonds2",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/collect_diamonds_01.ogg",70,100,100,"sfx/collect_diamonds_01.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
"Collect Elixir",,,"Collect Elixir",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/elixir_collect_02.ogg",70,100,100,"sfx/elixir_collect_02.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
"Collect Gold",,,"Collect Gold",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/coins_collect_01.ogg",70,100,100,"sfx/coins_collect_01.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
"Collect Gold_2",,,"Collect Gold_2",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/coins_collect_01.ogg",70,100,100,"sfx/coins_collect_01.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
"CraterToGrass",,,,,,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/clash_grass_pop_01.ogg",20,85,115,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"CrusherAttack",,,"Super_ground_bomb_area",,0,"Objects",40,500,"true","false","false","false","false","false","false","false","false",0,0,"sfx/crusher_atk_02.ogg",90,99,101,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_MegaGrass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_Dust2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Balloon Exposion",,,"Stone",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",8,0,"sfx/cannon_fire3.ogg",60,75,85,"sfx/mortar_hit_01.ogg",70,140,150,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_wood",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_darkBloon",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Elixir Drill Pickup",,,"Grass",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_drill_pickup_02.ogg",70,100,100,"sfx/wall_pickup_01.ogg",70,60,70,0,"false",0,"false",,0,0,0,100,100
"Dark Elixir Drill Place",,,"Grass",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_drill_place_07.ogg",70,100,100,"sfx/cannon_drop2.ogg",70,90,90,0,"false",0,"false",,0,0,0,100,100
"Dark Elixir Storage Pickup",,,"Grass",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_storage_pickup.ogg",80,100,100,"sfx/wall_pickup_01.ogg",70,80,80,0,"false",0,"false",,0,0,0,100,100
"Dark Elixir Storage Place",,,"Grass",,0,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dark_storage_place.ogg",80,100,100,"sfx/cannon_drop2.ogg",70,90,90,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Attack 1",,,"DarkRay_1_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",40,100,100,"sfx/laser_loop_02.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Attack 2",,,"DarkRay_2_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",60,120,120,"sfx/laser_loop_02.ogg",50,120,120,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Attack 3",,,"DarkRay_3_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",80,140,140,"sfx/laser_loop_02.ogg",60,140,140,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Hit",,,"Dark Tower Hit sparks",,0,"Top",0,0,"false","false","false","true","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Light Dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Dark Tower Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Tower Load",,,"Dark Tower Load",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/darktower_reload_01.ogg",80,100,100,"sfx/mage_attack_02.ogg",80,75,80,0,"false",0,"false",,0,0,0,100,100
"Dark Tower No Ammo",,,"Dark Tower Empty",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/darktower_noammo_02.ogg",80,100,100,"sfx/bad_move_06.ogg",80,70,80,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Pickup",,,"Grass",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/darktower_pickup_01.ogg",80,100,100,"sfx/wall_pickup_01.ogg",80,80,85,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Placing",,,"Grass",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/darktower_place_01.ogg",80,100,100,"sfx/cannon_drop2.ogg",80,85,90,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Target",,,"Place",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/darktower_place_01.ogg",80,100,100,"sfx/darktower_place_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Up 2",,,"DarkRay Up2",,0,"Objects",30,300,"true","false","false","false","false","false","false","false","false",0,0,"sfx/beam_up_02.ogg",60,90,90,"sfx/beam_up_02.ogg",60,90,90,0,"false",0,"false",,0,0,0,100,100
"Dark Tower Up 3",,,"DarkRay Up3",,0,"Objects",40,400,"true","false","false","false","false","false","false","false","false",0,0,"sfx/beam_up_02.ogg",75,110,110,"sfx/beam_up_02.ogg",75,110,110,0,"false",0,"false",,0,0,0,100,100
"Dark Tower lvl3 Attack 1",,,"DarkRay_lvl3_1_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",40,100,100,"sfx/laser_loop_02.ogg",40,100,100,0,"false",0,"false",,0,0,0,100,100
"Dark Tower lvl3 Attack 2",,,"DarkRay_lvl3_2_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",60,120,120,"sfx/laser_loop_02.ogg",50,120,120,0,"false",0,"false",,0,0,0,100,100
"Dark Tower lvl3 Attack 3",,,"DarkRay_lvl3_3_light",,0,"Top",0,0,"false","true","false","false","false","false","true","true","true",20,0,"sfx/laser_loop_02.ogg",80,140,140,"sfx/laser_loop_02.ogg",60,140,140,0,"false",0,"false",,0,0,0,100,100
"Derby_Open",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/leg_league_01.ogg",70,100,100,"sfx/leg_league_01.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
"Derby_Pony",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tap_clan_horse_01.ogg",70,100,100,"sfx/tap_clan_horse_01.ogg",70,100,100,0,"false",0,"false",,0,0,0,100,100
"Double Cannon Attack Large",,,"DoubleCannon_flash3",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/double_canon_fire_01.ogg",80,100,100,"sfx/cannon_08.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"DoubleCannon_smoke3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DoubleCannon_fireBalls3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Doublecannon_lightFlash3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DoubleCannon_fire1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Double Cannon Attack Medium",,,"DoubleCannon_flash2",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/double_canon_fire_01.ogg",80,100,100,"sfx/cannon_08.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"DoubleCannon_smoke2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DoubleCannon_fireBalls2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Doublecannon_lightFlash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Double Cannon Attack Small",,,"DoubleCannon_flash",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/double_canon_fire_01.ogg",70,100,100,"sfx/cannon_08.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"DoubleCannon_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DoubleCannon_fireBalls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Doublecannon_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Double Cannon Pickup",,,"Grass",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/double_canon_pickup_01.ogg",80,98,102,"sfx/wall_pickup_01.ogg",80,100,100,0,"false",0,"false",,0,0,0,100,100
"Double Cannon Placing",,,"Place",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/double_canon_deploy_01.ogg",80,98,102,"sfx/cannon_drop2.ogg",60,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dragon Attack",,,"dragonFire",,0,"Top",0,0,"false","true","false","false","true","true","false","false","false",0,0,"sfx/dragon_attack_01.ogg",70,95,105,"sfx/dragon_attack_01.ogg",60,95,105,0,"false",0,"false","attack_pivot",0,0,0,100,100
,,,"dragonFireAdd",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"dragonSpark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"dragonFireAddStart",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dragon Deploy",,,,,,"None",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dragon_deploy_01.ogg",90,100,100,"sfx/gob_attack_01.ogg",40,75,75,0,"false",0,"false",,0,0,0,100,100
"Dragon Die",,,"SplatBig",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/dragon_die_01.ogg",90,95,105,"sfx/dragon_die_01.ogg",60,95,105,0,"false",0,"false",,0,0,0,100,100
"Dragon Hit",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"Dragon Rider Hit",,,"AirDefenseBarrel_flash_z_offset",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bomb_tower_hit_01.ogg",80,95,105,"sfx/mortar_hit_01.ogg",80,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"DragonRider_hit_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_Fire_balls_z_offset",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DragonRider_hit_cloud",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"DragonRider_hit_sparks",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dragon Statue Click",,,"dragonStatueFire",,0,"Top",0,0,"false","true","false","false","true","true","false","false","false",0,0,"sfx/dragon_attack_01.ogg",70,95,105,"sfx/dragon_attack_01.ogg",60,95,105,0,"false",0,"false",,0,0,0,100,100
,,,"dragonStatueFireAdd",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"dragonStatueSpark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"dragonStatueFireAddStart",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DragonRider Attack",,,"DragonRider_attack",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/dragon_rider_atk_01.ogg",60,95,105,"sfx/dragon_rider_atk_01.ogg",60,95,105,0,"false",0,"false",,0,0,0,100,100
"DragonRider Deploy",,,,,,"None",20,200,"false","false","false","false","false","false","false","false","false",0,0,"sfx/dragon_rider_dep_01.ogg",90,98,102,"sfx/dragon_rider_dep_01.ogg",90,98,102,0,"false",0,"false",,0,0,0,100,100
"DragonRider Die",,,"Dragonrider Fiery Explosion",,0,"Top",30,100,"false","true","false","false","false","false","false","false","false",0,0,"sfx/wall_breaker_die_01.ogg",90,95,110,"sfx/wall_breaker_die_01.ogg",90,95,110,0,"false",0,"false",,0,0,24,100,100
,,,"Dragonrider Destroyed",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Force Small",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ring_02",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke_Ring_Dragonrider",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Dragonrider_death__Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"large_airTrap_lightFlash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"dragonrider_smoke_die",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"small_airTrap_fireExplosion4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DragonRider Malfunction",,,"Dragonrider_dark_splinters",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",8,0,"sfx/dragon_rider_die_01.ogg",70,140,150,"sfx/dragon_rider_die_01.ogg",70,140,150,0,"false",0,"false",,0,0,0,150,100
,,,"Dragonrider_wood",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Dragonrider_sparks",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Dragonrider_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duel Notification",,,,,,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/duel_notification_01.ogg",70,100,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
"EarthQuake_deploy",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing1_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_0",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing0_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_2",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing2_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_3",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing3_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_4",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing4_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_5",,,"Earthquake_debrisSide",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_earthquake_hit_gound_01.ogg",80,97,97,"sfx/explosion_02.ogg",90,80,80,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_debris",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_rangeRing5_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground",,,"Earthquake_rangeRing1",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground_0",,,"Earthquake_rangeRing0",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground_2",,,"Earthquake_rangeRing2",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground_3",,,"Earthquake_rangeRing3",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground_4",,,"Earthquake_rangeRing4",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarthQuake_deploy_ground_5",,,"Earthquake_rangeRing5",,0,"Ground",30,3000,"true","false","false","false","false","false","false","false","false",0,0,,,,,,100,100,100,0,"false",0,"false",,0,0,0,100,100
,,,"Earthquake_crackDarken",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crack",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_crackCenter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Earthquake_stoneStatic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Earthquake_Predeploy",,,"Earthquake_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/vial_fall_02.ogg",80,95,95,"sfx/elixir_collect_02.ogg",50,140,140,0,"false",0,"false",,0,0,0,100,100
"Electro Dragon Attack",,,"electro_dragon_attack_02",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",10,0,"sfx/electro_dragon_sfx_atk_02.ogg",90,95,105,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false","attack_pivot",0,0,0,100,100
"Electro Dragon Attack Chain",,,"electro_dragon_attack_01",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",16,0,"sfx/tesla_zap_01.ogg",40,90,100,,100,100,100,0,"false",0,"false",,0,0,0,100,100
